h3,ts,pm25,source,confidence,n_sensors
883da11499fffff,2021-01-20 21:00:00+05:30,128.0,sensor,Medium,1
883da1149bfffff,2021-01-20 21:00:00+05:30,128.0,sensor,Medium,1
883da1149dfffff,2021-01-20 21:00:00+05:30,128.0,sensor,Medium,1
883da114adfffff,2021-01-20 21:00:00+05:30,136.0,sensor,Medium,1
883da114d1fffff,2021-01-20 21:00:00+05:30,128.0,sensor,Medium,1
883da114d3fffff,2021-01-20 21:00:00+05:30,128.0,sensor,Medium,1
883da114d5fffff,2021-01-20 21:00:00+05:30,128.0,sensor,Medium,1
883da114d7fffff,2021-01-20 21:00:00+05:30,128.0,sensor,Medium,1
883da114d9fffff,2021-01-20 21:00:00+05:30,128.0,sensor,Medium,1
883da114e3fffff,2021-01-20 21:00:00+05:30,136.0,sensor,Medium,1
883da114e7fffff,2021-01-20 21:00:00+05:30,136.0,sensor,Medium,1
883da114e9fffff,2021-01-20 21:00:00+05:30,164.5,sensor,High,2
883da114ebfffff,2021-01-20 21:00:00+05:30,136.0,sensor,Medium,1
883da114edfffff,2021-01-20 21:00:00+05:30,152.2,sensor,High,2
883da11503fffff,2021-01-20 21:00:00+05:30,140.0,sensor,High,2
883da11511fffff,2021-01-20 21:00:00+05:30,141.3,sensor,High,3
883da11513fffff,2021-01-20 21:00:00+05:30,142.6,sensor,High,3
883da11515fffff,2021-01-20 21:00:00+05:30,141.2,sensor,High,3
883da11519fffff,2021-01-20 21:00:00+05:30,141.3,sensor,High,3
883da1151bfffff,2021-01-20 21:00:00+05:30,141.3,sensor,High,3
883da11539fffff,2021-01-20 21:00:00+05:30,139.9,sensor,High,2
883da1153bfffff,2021-01-20 21:00:00+05:30,141.0,sensor,High,3
883da11553fffff,2021-01-20 21:00:00+05:30,139.9,sensor,High,2
883da11581fffff,2021-01-20 21:00:00+05:30,146.0,sensor,Medium,1
883da11585fffff,2021-01-20 21:00:00+05:30,142.2,sensor,High,3
883da11589fffff,2021-01-20 21:00:00+05:30,142.9,sensor,High,3
883da1158bfffff,2021-01-20 21:00:00+05:30,146.0,sensor,Medium,1
883da1158dfffff,2021-01-20 21:00:00+05:30,142.7,sensor,High,3
883da115a9fffff,2021-01-20 21:00:00+05:30,137.9,sensor,High,2
883da115c1fffff,2021-01-20 21:00:00+05:30,143.4,sensor,High,4
883da115c5fffff,2021-01-20 21:00:00+05:30,144.4,sensor,High,3
883da115c7fffff,2021-01-20 21:00:00+05:30,144.1,sensor,High,3
883da115c9fffff,2021-01-20 21:00:00+05:30,148.8,sensor,High,5
883da115cbfffff,2021-01-20 21:00:00+05:30,150.3,sensor,High,5
883da115cdfffff,2021-01-20 21:00:00+05:30,141.6,sensor,High,3
883da115d1fffff,2021-01-20 21:00:00+05:30,136.0,sensor,Medium,1
883da115d3fffff,2021-01-20 21:00:00+05:30,136.0,sensor,Medium,1
883da115d5fffff,2021-01-20 21:00:00+05:30,141.8,sensor,High,2
883da115d9fffff,2021-01-20 21:00:00+05:30,150.8,sensor,High,2
883da115dbfffff,2021-01-20 21:00:00+05:30,136.0,sensor,Medium,1
883da115ddfffff,2021-01-20 21:00:00+05:30,153.9,sensor,High,3
883da115e1fffff,2021-01-20 21:00:00+05:30,141.1,sensor,High,3
883da115e3fffff,2021-01-20 21:00:00+05:30,141.9,sensor,High,3
883da115e7fffff,2021-01-20 21:00:00+05:30,141.5,sensor,High,3
883da115e9fffff,2021-01-20 21:00:00+05:30,139.4,sensor,High,3
883da115ebfffff,2021-01-20 21:00:00+05:30,142.5,sensor,High,3
883da115edfffff,2021-01-20 21:00:00+05:30,140.8,sensor,High,3
883da1ab21fffff,2021-01-20 21:00:00+05:30,128.0,sensor,Medium,1
883da1ab25fffff,2021-01-20 21:00:00+05:30,128.0,sensor,Medium,1
883da1ab2bfffff,2021-01-20 21:00:00+05:30,128.0,sensor,Medium,1
883da1ab2dfffff,2021-01-20 21:00:00+05:30,128.0,sensor,Medium,1
883da10093fffff,2021-01-20 21:15:00+05:30,183.5,sensor,Medium,1
883da100d3fffff,2021-01-20 21:15:00+05:30,183.5,sensor,Medium,1
883da100dbfffff,2021-01-20 21:15:00+05:30,174.5,sensor,High,2
883da10293fffff,2021-01-20 21:15:00+05:30,165.0,sensor,Medium,1
883da1054dfffff,2021-01-20 21:15:00+05:30,183.5,sensor,Medium,1
883da10705fffff,2021-01-20 21:15:00+05:30,166.6,sensor,High,2
883da1070dfffff,2021-01-20 21:15:00+05:30,165.0,sensor,Medium,1
883da10721fffff,2021-01-20 21:15:00+05:30,179.8,sensor,High,2
883da10725fffff,2021-01-20 21:15:00+05:30,183.5,sensor,Medium,1
883da10727fffff,2021-01-20 21:15:00+05:30,183.5,sensor,Medium,1
883da10729fffff,2021-01-20 21:15:00+05:30,171.3,sensor,High,2
883da1072bfffff,2021-01-20 21:15:00+05:30,173.8,sensor,High,2
883da1072dfffff,2021-01-20 21:15:00+05:30,176.6,sensor,High,2
883da10741fffff,2021-01-20 21:15:00+05:30,165.0,sensor,Medium,1
883da10745fffff,2021-01-20 21:15:00+05:30,165.0,sensor,Medium,1
883da10747fffff,2021-01-20 21:15:00+05:30,165.0,sensor,Medium,1
883da10749fffff,2021-01-20 21:15:00+05:30,165.0,sensor,Medium,1
883da1074bfffff,2021-01-20 21:15:00+05:30,165.0,sensor,Medium,1
883da1074dfffff,2021-01-20 21:15:00+05:30,165.0,sensor,Medium,1
883da10751fffff,2021-01-20 21:15:00+05:30,165.0,sensor,Medium,1
883da10757fffff,2021-01-20 21:15:00+05:30,165.0,sensor,Medium,1
883da10761fffff,2021-01-20 21:15:00+05:30,165.0,sensor,Medium,1
883da10767fffff,2021-01-20 21:15:00+05:30,170.8,sensor,High,2
883da10769fffff,2021-01-20 21:15:00+05:30,165.0,sensor,Medium,1
883da1140bfffff,2021-01-20 21:15:00+05:30,250.0,sensor,Medium,1
883da11411fffff,2021-01-20 21:15:00+05:30,211.5,sensor,High,2
883da11419fffff,2021-01-20 21:15:00+05:30,213.2,sensor,High,2
883da1141bfffff,2021-01-20 21:15:00+05:30,211.9,sensor,High,2
883da1141dfffff,2021-01-20 21:15:00+05:30,211.6,sensor,High,2
883da11421fffff,2021-01-20 21:15:00+05:30,134.6,sensor,High,2
883da11423fffff,2021-01-20 21:15:00+05:30,133.0,sensor,High,3
883da11425fffff,2021-01-20 21:15:00+05:30,132.0,sensor,High,3
883da11435fffff,2021-01-20 21:15:00+05:30,133.5,sensor,High,3
883da11451fffff,2021-01-20 21:15:00+05:30,211.9,sensor,High,2
883da11453fffff,2021-01-20 21:15:00+05:30,216.4,sensor,High,2
883da11455fffff,2021-01-20 21:15:00+05:30,210.8,sensor,High,2
883da1148bfffff,2021-01-20 21:15:00+05:30,121.0,sensor,Medium,1
883da11491fffff,2021-01-20 21:15:00+05:30,121.0,sensor,Medium,1
883da11495fffff,2021-01-20 21:15:00+05:30,121.0,sensor,Medium,1
883da11497fffff,2021-01-20 21:15:00+05:30,121.0,sensor,Medium,1
883da11499fffff,2021-01-20 21:15:00+05:30,121.0,sensor,Medium,1
883da1149bfffff,2021-01-20 21:15:00+05:30,121.0,sensor,Medium,1
883da1149dfffff,2021-01-20 21:15:00+05:30,121.0,sensor,Medium,1
883da114b9fffff,2021-01-20 21:15:00+05:30,121.0,sensor,Medium,1
883da114bbfffff,2021-01-20 21:15:00+05:30,121.0,sensor,Medium,1
883da114d1fffff,2021-01-20 21:15:00+05:30,121.0,sensor,Medium,1
883da114d3fffff,2021-01-20 21:15:00+05:30,121.0,sensor,Medium,1
883da114d5fffff,2021-01-20 21:15:00+05:30,121.0,sensor,Medium,1
883da114d7fffff,2021-01-20 21:15:00+05:30,121.0,sensor,Medium,1
883da114d9fffff,2021-01-20 21:15:00+05:30,121.0,sensor,Medium,1
883da11503fffff,2021-01-20 21:15:00+05:30,122.0,sensor,Medium,1
883da11511fffff,2021-01-20 21:15:00+05:30,130.4,sensor,High,3
883da11513fffff,2021-01-20 21:15:00+05:30,126.6,sensor,High,3
883da11515fffff,2021-01-20 21:15:00+05:30,131.3,sensor,High,3
883da11519fffff,2021-01-20 21:15:00+05:30,131.5,sensor,High,3
883da1151bfffff,2021-01-20 21:15:00+05:30,131.1,sensor,High,3
883da11539fffff,2021-01-20 21:15:00+05:30,122.0,sensor,Medium,1
883da1153bfffff,2021-01-20 21:15:00+05:30,131.8,sensor,High,3
883da11553fffff,2021-01-20 21:15:00+05:30,122.0,sensor,Medium,1
883da11581fffff,2021-01-20 21:15:00+05:30,138.4,sensor,High,2
883da11585fffff,2021-01-20 21:15:00+05:30,134.3,sensor,High,3
883da11589fffff,2021-01-20 21:15:00+05:30,134.5,sensor,High,3
883da1158bfffff,2021-01-20 21:15:00+05:30,128.0,sensor,Medium,1
883da1158dfffff,2021-01-20 21:15:00+05:30,134.8,sensor,High,3
883da115a9fffff,2021-01-20 21:15:00+05:30,134.0,sensor,High,3
883da115c1fffff,2021-01-20 21:15:00+05:30,134.6,sensor,High,3
883da115c5fffff,2021-01-20 21:15:00+05:30,137.2,sensor,High,3
883da115c7fffff,2021-01-20 21:15:00+05:30,135.2,sensor,High,3
883da115c9fffff,2021-01-20 21:15:00+05:30,133.5,sensor,High,3
883da115cbfffff,2021-01-20 21:15:00+05:30,134.0,sensor,High,3
883da115cdfffff,2021-01-20 21:15:00+05:30,132.7,sensor,High,3
883da115d5fffff,2021-01-20 21:15:00+05:30,138.5,sensor,High,2
883da115ddfffff,2021-01-20 21:15:00+05:30,138.6,sensor,High,2
883da115e1fffff,2021-01-20 21:15:00+05:30,134.0,sensor,High,3
883da115e3fffff,2021-01-20 21:15:00+05:30,134.5,sensor,High,3
883da115e7fffff,2021-01-20 21:15:00+05:30,133.8,sensor,High,3
883da115e9fffff,2021-01-20 21:15:00+05:30,132.7,sensor,High,3
883da115ebfffff,2021-01-20 21:15:00+05:30,135.4,sensor,High,3
883da115edfffff,2021-01-20 21:15:00+05:30,132.3,sensor,High,3
883da11687fffff,2021-01-20 21:15:00+05:30,206.2,sensor,High,2
883da116a1fffff,2021-01-20 21:15:00+05:30,210.4,sensor,High,2
883da116a5fffff,2021-01-20 21:15:00+05:30,214.6,sensor,High,2
883da116a7fffff,2021-01-20 21:15:00+05:30,210.9,sensor,High,2
883da116a9fffff,2021-01-20 21:15:00+05:30,202.2,sensor,High,2
883da116adfffff,2021-01-20 21:15:00+05:30,227.3,sensor,High,2
883da116e1fffff,2021-01-20 21:15:00+05:30,201.9,sensor,High,2
883da116e3fffff,2021-01-20 21:15:00+05:30,200.6,sensor,High,2
883da116e7fffff,2021-01-20 21:15:00+05:30,191.6,sensor,High,2
883da116edfffff,2021-01-20 21:15:00+05:30,204.9,sensor,High,2
883da1ab21fffff,2021-01-20 21:15:00+05:30,121.0,sensor,Medium,1
883da1ab25fffff,2021-01-20 21:15:00+05:30,121.0,sensor,Medium,1
883da1ab2bfffff,2021-01-20 21:15:00+05:30,121.0,sensor,Medium,1
883da1ab2dfffff,2021-01-20 21:15:00+05:30,121.0,sensor,Medium,1
883da1029bfffff,2021-01-20 21:30:00+05:30,156.0,sensor,Medium,1
883da102d1fffff,2021-01-20 21:30:00+05:30,156.0,sensor,Medium,1
883da10749fffff,2021-01-20 21:30:00+05:30,156.0,sensor,Medium,1
883da11419fffff,2021-01-20 21:30:00+05:30,156.0,sensor,Medium,1
883da1141bfffff,2021-01-20 21:30:00+05:30,156.0,sensor,Medium,1
883da1141dfffff,2021-01-20 21:30:00+05:30,156.0,sensor,Medium,1
883da11421fffff,2021-01-20 21:30:00+05:30,118.0,sensor,Medium,1
883da11423fffff,2021-01-20 21:30:00+05:30,121.8,sensor,High,2
883da11425fffff,2021-01-20 21:30:00+05:30,121.3,sensor,High,2
883da11435fffff,2021-01-20 21:30:00+05:30,122.1,sensor,High,2
883da11451fffff,2021-01-20 21:30:00+05:30,179.9,sensor,High,2
883da11453fffff,2021-01-20 21:30:00+05:30,170.4,sensor,High,2
883da11455fffff,2021-01-20 21:30:00+05:30,156.0,sensor,Medium,1
883da11481fffff,2021-01-20 21:30:00+05:30,110.0,sensor,Medium,1
883da11485fffff,2021-01-20 21:30:00+05:30,110.0,sensor,Medium,1
883da11487fffff,2021-01-20 21:30:00+05:30,110.0,sensor,Medium,1
883da11489fffff,2021-01-20 21:30:00+05:30,110.0,sensor,Medium,1
883da1148bfffff,2021-01-20 21:30:00+05:30,110.0,sensor,Medium,1
883da1148dfffff,2021-01-20 21:30:00+05:30,110.0,sensor,Medium,1
883da11495fffff,2021-01-20 21:30:00+05:30,110.0,sensor,Medium,1
883da1149dfffff,2021-01-20 21:30:00+05:30,110.0,sensor,Medium,1
883da114a9fffff,2021-01-20 21:30:00+05:30,110.0,sensor,Medium,1
883da114abfffff,2021-01-20 21:30:00+05:30,110.0,sensor,Medium,1
883da114adfffff,2021-01-20 21:30:00+05:30,110.0,sensor,Medium,1
883da114b9fffff,2021-01-20 21:30:00+05:30,110.0,sensor,Medium,1
883da114bbfffff,2021-01-20 21:30:00+05:30,110.0,sensor,Medium,1
883da114d5fffff,2021-01-20 21:30:00+05:30,110.0,sensor,Medium,1
883da114e3fffff,2021-01-20 21:30:00+05:30,110.0,sensor,Medium,1
883da114e7fffff,2021-01-20 21:30:00+05:30,110.0,sensor,Medium,1
883da114e9fffff,2021-01-20 21:30:00+05:30,110.0,sensor,Medium,1
883da114ebfffff,2021-01-20 21:30:00+05:30,110.0,sensor,Medium,1
883da11503fffff,2021-01-20 21:30:00+05:30,118.0,sensor,Medium,1
883da11511fffff,2021-01-20 21:30:00+05:30,120.5,sensor,High,2
883da11513fffff,2021-01-20 21:30:00+05:30,119.1,sensor,High,2
883da11515fffff,2021-01-20 21:30:00+05:30,121.0,sensor,High,2
883da11519fffff,2021-01-20 21:30:00+05:30,121.0,sensor,High,2
883da1151bfffff,2021-01-20 21:30:00+05:30,120.8,sensor,High,2
883da11539fffff,2021-01-20 21:30:00+05:30,118.0,sensor,Medium,1
883da1153bfffff,2021-01-20 21:30:00+05:30,121.2,sensor,High,2
883da11553fffff,2021-01-20 21:30:00+05:30,118.0,sensor,Medium,1
883da11581fffff,2021-01-20 21:30:00+05:30,146.8,sensor,High,2
883da11583fffff,2021-01-20 21:30:00+05:30,156.0,sensor,Medium,1
883da11585fffff,2021-01-20 21:30:00+05:30,151.0,sensor,High,3
883da11587fffff,2021-01-20 21:30:00+05:30,156.0,sensor,Medium,1
883da11589fffff,2021-01-20 21:30:00+05:30,134.8,sensor,High,3
883da1158bfffff,2021-01-20 21:30:00+05:30,143.0,sensor,High,2
883da1158dfffff,2021-01-20 21:30:00+05:30,139.9,sensor,High,3
883da115a3fffff,2021-01-20 21:30:00+05:30,156.0,sensor,Medium,1
883da115a7fffff,2021-01-20 21:30:00+05:30,156.0,sensor,Medium,1
883da115a9fffff,2021-01-20 21:30:00+05:30,154.8,sensor,High,3
883da115abfffff,2021-01-20 21:30:00+05:30,156.0,sensor,Medium,1
883da115b5fffff,2021-01-20 21:30:00+05:30,156.0,sensor,Medium,1
883da115bdfffff,2021-01-20 21:30:00+05:30,156.0,sensor,Medium,1
883da115c1fffff,2021-01-20 21:30:00+05:30,126.1,sensor,High,3
883da115c5fffff,2021-01-20 21:30:00+05:30,125.0,sensor,High,3
883da115c7fffff,2021-01-20 21:30:00+05:30,128.8,sensor,High,3
883da115c9fffff,2021-01-20 21:30:00+05:30,122.1,sensor,High,2
883da115cbfffff,2021-01-20 21:30:00+05:30,122.5,sensor,High,2
883da115cdfffff,2021-01-20 21:30:00+05:30,121.5,sensor,High,2
883da115d3fffff,2021-01-20 21:30:00+05:30,110.0,sensor,Medium,1
883da115d5fffff,2021-01-20 21:30:00+05:30,126.0,sensor,Medium,1
883da115dbfffff,2021-01-20 21:30:00+05:30,110.0,sensor,Medium,1
883da115ddfffff,2021-01-20 21:30:00+05:30,126.0,sensor,Medium,1
883da115e1fffff,2021-01-20 21:30:00+05:30,133.7,sensor,High,3
883da115e3fffff,2021-01-20 21:30:00+05:30,150.8,sensor,High,3
883da115e7fffff,2021-01-20 21:30:00+05:30,147.8,sensor,High,3
883da115e9fffff,2021-01-20 21:30:00+05:30,122.9,sensor,High,3
883da115ebfffff,2021-01-20 21:30:00+05:30,128.8,sensor,High,3
883da115edfffff,2021-01-20 21:30:00+05:30,127.3,sensor,High,3
883da11687fffff,2021-01-20 21:30:00+05:30,156.0,sensor,Medium,1
883da116a1fffff,2021-01-20 21:30:00+05:30,156.0,sensor,Medium,1
883da116a5fffff,2021-01-20 21:30:00+05:30,156.0,sensor,Medium,1
883da116a7fffff,2021-01-20 21:30:00+05:30,156.0,sensor,Medium,1
883da116a9fffff,2021-01-20 21:30:00+05:30,164.3,sensor,High,2
883da116adfffff,2021-01-20 21:30:00+05:30,161.2,sensor,High,2
883da116e1fffff,2021-01-20 21:30:00+05:30,207.3,sensor,High,2
883da116e3fffff,2021-01-20 21:30:00+05:30,176.4,sensor,High,2
883da116e7fffff,2021-01-20 21:30:00+05:30,158.5,sensor,High,2
883da116edfffff,2021-01-20 21:30:00+05:30,221.3,sensor,High,2
883da11401fffff,2021-01-20 21:45:00+05:30,146.0,sensor,Medium,1
883da11405fffff,2021-01-20 21:45:00+05:30,146.0,sensor,Medium,1
883da11407fffff,2021-01-20 21:45:00+05:30,146.0,sensor,Medium,1
883da1140bfffff,2021-01-20 21:45:00+05:30,146.0,sensor,Medium,1
883da11411fffff,2021-01-20 21:45:00+05:30,146.0,sensor,Medium,1
883da11415fffff,2021-01-20 21:45:00+05:30,146.0,sensor,Medium,1
883da11417fffff,2021-01-20 21:45:00+05:30,146.0,sensor,Medium,1
883da1141dfffff,2021-01-20 21:45:00+05:30,146.0,sensor,Medium,1
883da11421fffff,2021-01-20 21:45:00+05:30,142.7,sensor,High,4
883da11423fffff,2021-01-20 21:45:00+05:30,143.3,sensor,High,4
883da11425fffff,2021-01-20 21:45:00+05:30,142.1,sensor,High,3
883da11429fffff,2021-01-20 21:45:00+05:30,146.0,sensor,Medium,1
883da1142bfffff,2021-01-20 21:45:00+05:30,146.0,sensor,Medium,1
883da1142dfffff,2021-01-20 21:45:00+05:30,151.8,sensor,High,2
883da11431fffff,2021-01-20 21:45:00+05:30,146.0,sensor,Medium,1
883da11433fffff,2021-01-20 21:45:00+05:30,138.2,sensor,High,2
883da11435fffff,2021-01-20 21:45:00+05:30,139.9,sensor,High,5
883da11437fffff,2021-01-20 21:45:00+05:30,134.4,sensor,High,2
883da11439fffff,2021-01-20 21:45:00+05:30,146.0,sensor,Medium,1
883da1143bfffff,2021-01-20 21:45:00+05:30,146.0,sensor,Medium,1
883da114adfffff,2021-01-20 21:45:00+05:30,91.0,sensor,Medium,1
883da114e9fffff,2021-01-20 21:45:00+05:30,146.0,sensor,Medium,1
883da114edfffff,2021-01-20 21:45:00+05:30,146.0,sensor,Medium,1
883da11503fffff,2021-01-20 21:45:00+05:30,141.0,sensor,High,3
883da1150bfffff,2021-01-20 21:45:00+05:30,151.5,sensor,High,2
883da11511fffff,2021-01-20 21:45:00+05:30,143.0,sensor,High,3
883da11513fffff,2021-01-20 21:45:00+05:30,154.2,sensor,High,3
883da11515fffff,2021-01-20 21:45:00+05:30,141.2,sensor,High,3
883da11519fffff,2021-01-20 21:45:00+05:30,142.3,sensor,High,3
883da1151bfffff,2021-01-20 21:45:00+05:30,143.8,sensor,High,3
883da11539fffff,2021-01-20 21:45:00+05:30,140.5,sensor,High,3
883da1153bfffff,2021-01-20 21:45:00+05:30,140.1,sensor,High,3
883da11553fffff,2021-01-20 21:45:00+05:30,141.6,sensor,High,3
883da11581fffff,2021-01-20 21:45:00+05:30,91.0,sensor,Medium,1
883da11583fffff,2021-01-20 21:45:00+05:30,91.0,sensor,Medium,1
883da11585fffff,2021-01-20 21:45:00+05:30,99.1,sensor,High,2
883da11587fffff,2021-01-20 21:45:00+05:30,91.0,sensor,Medium,1
883da11589fffff,2021-01-20 21:45:00+05:30,96.2,sensor,High,4
883da1158bfffff,2021-01-20 21:45:00+05:30,91.0,sensor,Medium,1
883da1158dfffff,2021-01-20 21:45:00+05:30,116.4,sensor,High,4
883da115a9fffff,2021-01-20 21:45:00+05:30,103.4,sensor,High,2
883da115abfffff,2021-01-20 21:45:00+05:30,91.0,sensor,Medium,1
883da115bdfffff,2021-01-20 21:45:00+05:30,91.0,sensor,Medium,1
883da115c1fffff,2021-01-20 21:45:00+05:30,131.8,sensor,High,5
883da115c5fffff,2021-01-20 21:45:00+05:30,134.2,sensor,High,4
883da115c7fffff,2021-01-20 21:45:00+05:30,122.4,sensor,High,4
883da115c9fffff,2021-01-20 21:45:00+05:30,136.2,sensor,High,5
883da115cbfffff,2021-01-20 21:45:00+05:30,129.1,sensor,High,5
883da115cdfffff,2021-01-20 21:45:00+05:30,140.1,sensor,High,5
883da115d1fffff,2021-01-20 21:45:00+05:30,102.2,sensor,High,2
883da115d3fffff,2021-01-20 21:45:00+05:30,91.0,sensor,Medium,1
883da115d5fffff,2021-01-20 21:45:00+05:30,91.0,sensor,Medium,1
883da115d7fffff,2021-01-20 21:45:00+05:30,91.0,sensor,Medium,1
883da115d9fffff,2021-01-20 21:45:00+05:30,121.1,sensor,High,2
883da115dbfffff,2021-01-20 21:45:00+05:30,113.6,sensor,High,2
883da115ddfffff,2021-01-20 21:45:00+05:30,107.3,sensor,High,2
883da115e1fffff,2021-01-20 21:45:00+05:30,137.5,sensor,High,3
883da115e3fffff,2021-01-20 21:45:00+05:30,127.1,sensor,High,4
883da115e7fffff,2021-01-20 21:45:00+05:30,138.4,sensor,High,3
883da115e9fffff,2021-01-20 21:45:00+05:30,134.6,sensor,High,3
883da115ebfffff,2021-01-20 21:45:00+05:30,131.1,sensor,High,4
883da115edfffff,2021-01-20 21:45:00+05:30,138.6,sensor,High,3
883da10291fffff,2021-01-20 22:00:00+05:30,155.0,sensor,Medium,1
883da10293fffff,2021-01-20 22:00:00+05:30,155.0,sensor,Medium,1
883da1029bfffff,2021-01-20 22:00:00+05:30,155.0,sensor,Medium,1
883da10705fffff,2021-01-20 22:00:00+05:30,155.0,sensor,Medium,1
883da1070dfffff,2021-01-20 22:00:00+05:30,155.0,sensor,Medium,1
883da10741fffff,2021-01-20 22:00:00+05:30,155.0,sensor,Medium,1
883da10745fffff,2021-01-20 22:00:00+05:30,155.0,sensor,Medium,1
883da10747fffff,2021-01-20 22:00:00+05:30,155.0,sensor,Medium,1
883da10749fffff,2021-01-20 22:00:00+05:30,155.0,sensor,Medium,1
883da1074bfffff,2021-01-20 22:00:00+05:30,155.0,sensor,Medium,1
883da1074dfffff,2021-01-20 22:00:00+05:30,155.0,sensor,Medium,1
883da10751fffff,2021-01-20 22:00:00+05:30,155.0,sensor,Medium,1
883da10757fffff,2021-01-20 22:00:00+05:30,155.0,sensor,Medium,1
883da10759fffff,2021-01-20 22:00:00+05:30,155.0,sensor,Medium,1
883da10761fffff,2021-01-20 22:00:00+05:30,155.0,sensor,Medium,1
883da10769fffff,2021-01-20 22:00:00+05:30,155.0,sensor,Medium,1
883da11421fffff,2021-01-20 22:00:00+05:30,118.2,sensor,High,4
883da11423fffff,2021-01-20 22:00:00+05:30,117.5,sensor,High,4
883da11425fffff,2021-01-20 22:00:00+05:30,119.0,sensor,High,4
883da11435fffff,2021-01-20 22:00:00+05:30,116.9,sensor,High,4
883da11503fffff,2021-01-20 22:00:00+05:30,126.3,sensor,High,3
883da1150bfffff,2021-01-20 22:00:00+05:30,133.0,sensor,Medium,1
883da11511fffff,2021-01-20 22:00:00+05:30,121.4,sensor,High,4
883da11513fffff,2021-01-20 22:00:00+05:30,126.4,sensor,High,4
883da11515fffff,2021-01-20 22:00:00+05:30,120.1,sensor,High,4
883da11519fffff,2021-01-20 22:00:00+05:30,119.8,sensor,High,4
883da1151bfffff,2021-01-20 22:00:00+05:30,120.1,sensor,High,4
883da11539fffff,2021-01-20 22:00:00+05:30,119.2,sensor,High,4
883da1153bfffff,2021-01-20 22:00:00+05:30,119.4,sensor,High,4
883da11553fffff,2021-01-20 22:00:00+05:30,128.8,sensor,High,2
883da11581fffff,2021-01-20 22:00:00+05:30,106.0,sensor,High,2
883da11585fffff,2021-01-20 22:00:00+05:30,111.3,sensor,High,3
883da11589fffff,2021-01-20 22:00:00+05:30,115.4,sensor,High,4
883da1158dfffff,2021-01-20 22:00:00+05:30,115.0,sensor,High,4
883da115a3fffff,2021-01-20 22:00:00+05:30,155.0,sensor,Medium,1
883da115a7fffff,2021-01-20 22:00:00+05:30,155.0,sensor,Medium,1
883da115a9fffff,2021-01-20 22:00:00+05:30,111.6,sensor,High,3
883da115abfffff,2021-01-20 22:00:00+05:30,155.0,sensor,Medium,1
883da115b1fffff,2021-01-20 22:00:00+05:30,155.0,sensor,Medium,1
883da115b3fffff,2021-01-20 22:00:00+05:30,155.0,sensor,Medium,1
883da115b5fffff,2021-01-20 22:00:00+05:30,155.0,sensor,Medium,1
883da115bdfffff,2021-01-20 22:00:00+05:30,155.0,sensor,Medium,1
883da115c1fffff,2021-01-20 22:00:00+05:30,115.1,sensor,High,4
883da115c5fffff,2021-01-20 22:00:00+05:30,110.2,sensor,High,4
883da115c7fffff,2021-01-20 22:00:00+05:30,114.2,sensor,High,4
883da115c9fffff,2021-01-20 22:00:00+05:30,116.8,sensor,High,4
883da115cbfffff,2021-01-20 22:00:00+05:30,116.2,sensor,High,4
883da115cdfffff,2021-01-20 22:00:00+05:30,117.2,sensor,High,4
883da115d5fffff,2021-01-20 22:00:00+05:30,93.0,sensor,Medium,1
883da115ddfffff,2021-01-20 22:00:00+05:30,93.0,sensor,Medium,1
883da115e1fffff,2021-01-20 22:00:00+05:30,115.9,sensor,High,4
883da115e3fffff,2021-01-20 22:00:00+05:30,115.4,sensor,High,4
883da115e7fffff,2021-01-20 22:00:00+05:30,116.4,sensor,High,4
883da115e9fffff,2021-01-20 22:00:00+05:30,115.9,sensor,High,4
883da115ebfffff,2021-01-20 22:00:00+05:30,113.4,sensor,High,4
883da115edfffff,2021-01-20 22:00:00+05:30,118.4,sensor,High,4
883da10291fffff,2021-01-20 22:15:00+05:30,143.0,sensor,Medium,1
883da10293fffff,2021-01-20 22:15:00+05:30,143.0,sensor,Medium,1
883da1029bfffff,2021-01-20 22:15:00+05:30,143.0,sensor,Medium,1
883da10741fffff,2021-01-20 22:15:00+05:30,143.0,sensor,Medium,1
883da10745fffff,2021-01-20 22:15:00+05:30,143.0,sensor,Medium,1
883da10749fffff,2021-01-20 22:15:00+05:30,143.0,sensor,Medium,1
883da1074bfffff,2021-01-20 22:15:00+05:30,143.0,sensor,Medium,1
883da1074dfffff,2021-01-20 22:15:00+05:30,143.0,sensor,Medium,1
883da11421fffff,2021-01-20 22:15:00+05:30,114.4,sensor,High,3
883da11423fffff,2021-01-20 22:15:00+05:30,119.0,sensor,High,4
883da11425fffff,2021-01-20 22:15:00+05:30,119.4,sensor,High,4
883da11435fffff,2021-01-20 22:15:00+05:30,119.0,sensor,High,4
883da11503fffff,2021-01-20 22:15:00+05:30,115.7,sensor,High,3
883da11511fffff,2021-01-20 22:15:00+05:30,120.9,sensor,High,4
883da11513fffff,2021-01-20 22:15:00+05:30,126.7,sensor,High,4
883da11515fffff,2021-01-20 22:15:00+05:30,119.9,sensor,High,4
883da11519fffff,2021-01-20 22:15:00+05:30,119.8,sensor,High,4
883da1151bfffff,2021-01-20 22:15:00+05:30,120.1,sensor,High,4
883da11539fffff,2021-01-20 22:15:00+05:30,115.4,sensor,High,3
883da1153bfffff,2021-01-20 22:15:00+05:30,119.3,sensor,High,4
883da11553fffff,2021-01-20 22:15:00+05:30,131.4,sensor,High,2
883da11581fffff,2021-01-20 22:15:00+05:30,124.7,sensor,High,3
